"1","fullscreen","0","5667","0.0-0.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06",NULL,NULL,NULL,NULL,NULL,NULL
NULL,"html-keyboard-response","1","17749","0.0-1.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","12079","<p style='text-algin:left'>この課題では、以下のように2つの単語が呈示されます。</p><p style='font-size:48pt'>椅子 - ソファ</p><p style='text-algin:left'><u>あなたは、呈示された2つの単語がどのように似ているかを回答欄に入力してください。</u></p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>"," ","sst_instruction",NULL,NULL
NULL,"survey-text","2","33223","0.0-2.0-0.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","15459",NULL,"Array","sst_answer","鳥 - 飛行機","とぶもの"
NULL,"survey-text","3","41046","0.0-2.0-1.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","7810",NULL,"Array","sst_answer","剣 - 拳銃","攻撃するもの"
NULL,"survey-text","4","50740","0.0-2.0-2.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","9687",NULL,"Array","sst_answer","みかん - ボール","球状"
NULL,"survey-text","5","55109","0.0-2.0-3.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","4346",NULL,"Array","sst_answer","太陽 - 電球","光る"
NULL,"survey-text","6","60701","0.0-2.0-4.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","5565",NULL,"Array","sst_answer","紙 - 葉っぱ","平たい"
NULL,"survey-text","7","65540","0.0-2.0-5.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","4829",NULL,"Array","sst_answer","山頂 - 針","尖っている"
NULL,"survey-text","8","74871","0.0-2.0-6.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","9321",NULL,"Array","sst_answer","道 - 川","筋になっている"
NULL,"survey-text","9","84726","0.0-2.0-7.0","275026","2023/1/2 22:10:51","2023/1/2 22:15:06","9848",NULL,"Array","sst_answer","愛 - 薬物","夢中になる"
